job_id	title	company	city	salary_low	salary_high	edu	exp	tags	category	company_tier	desc	publish_time
	财务专员	字节跳动	成都	24	39	博士	10年以上	PPT;绩效考核;薪酬管理;招聘;培训;沟通协调	职能管理	头部大厂	"整理和归档相关文件资料
协调各部门之间的沟通
协助部门完成日常管理工作

任职要求：
有相关行业经验者优先
具备良好的沟通协调能力
10年以上以上相关工作经验
博士及以上学历"	2026-03-06
	媒介专员	中兴通讯	上海	15	25	硕士	3-5年	渠道拓展;媒介投放;市场调研;品牌推广;营销策划	市场推广	中型企业	"负责媒介专员相关的市场推广工作
组织市场活动和品牌宣传
分析市场动态和竞争对手

任职要求：
有相关行业资源者优先
熟悉各类营销渠道和推广方式
硕士及以上学历
具备市场策划和执行能力"	2026-02-04
	人力资源	当当网	西安	5	9	不限	3-5年	薪酬管理;招聘;培训;PPT;Excel	职能管理	中型企业	"协调各部门之间的沟通
负责人力资源相关工作
协助部门完成日常管理工作

任职要求：
工作认真负责，细致耐心
有相关行业经验者优先
具备良好的沟通协调能力
3-5年以上相关工作经验"	2026-02-09
	Python开发工程师	海尔	杭州	15	25	博士	不限	分布式系统;TensorFlow;JavaScript;React;MongoDB;Scikit-learn	前端开发	中型企业	"负责Python开发工程师相关的系统设计和开发工作
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试

任职要求：
有大型项目经验者优先
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
博士及以上学历，计算机相关专业优先"	2026-02-06
	UX设计师	百度	深圳	55	89	博士	10年以上	Figma;需求分析;数据分析;原型设计	UI设计	头部大厂	"进行用户调研和需求分析
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
具备良好的产品思维和用户洞察力
博士及以上学历
有相关行业产品经验者优先
具备优秀的沟通协调能力"	2026-02-14
	财务专员	格力	苏州	3	6	不限	应届生	绩效考核;PPT;Excel;沟通协调	职能管理	大型企业	"整理和归档相关文件资料
负责财务专员相关工作
协调各部门之间的沟通

任职要求：
不限及以上学历
有相关行业经验者优先
具备良好的沟通协调能力
熟练使用办公软件"	2026-02-28
	人力资源	当当网	南京	9	14	不限	3-5年	Excel;薪酬管理;招聘;PPT;培训;沟通协调	职能管理	中型企业	"协调各部门之间的沟通
完成上级交办的其他任务
协助部门完成日常管理工作

任职要求：
3-5年以上相关工作经验
具备良好的沟通协调能力
有相关行业经验者优先
熟练使用办公软件"	2026-02-07
	市场经理	大疆创新	长沙	21	34	硕士	10年以上	媒介投放;品牌推广;公关;营销策划	市场推广	中型企业	"制定市场推广策略和计划
分析市场动态和竞争对手
负责市场经理相关的市场推广工作

任职要求：
硕士及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力"	2026-02-21
	用户运营	快手	重庆	6	10	硕士	1-3年	SEM;数据分析;活动策划;内容策划;社群运营;用户增长	运营	头部大厂	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
负责用户运营相关的运营工作

任职要求：
1-3年以上运营经验
具备良好的文案写作能力
具备数据分析能力和运营思维
硕士及以上学历"	2026-03-05
	法务专员	阿里巴巴	南京	22	36	硕士	10年以上	Excel;PPT;绩效考核;薪酬管理	职能管理	头部大厂	"整理和归档相关文件资料
负责法务专员相关工作
协助部门完成日常管理工作

任职要求：
硕士及以上学历
工作认真负责，细致耐心
10年以上以上相关工作经验
熟练使用办公软件"	2026-02-17
	UI设计	小米	长沙	9	15	不限	3-5年	3D Max;C4D;Sketch;Adobe XD;After Effects;Photoshop	UI设计	头部大厂	"根据需求进行创意设计和视觉表现
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
不限及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的沟通理解能力
熟练使用设计软件和工具"	2026-02-12
	市场经理	平安科技	苏州	7	11	不限	1-3年	媒介投放;BD;公关;渠道拓展	市场推广	中型企业	"分析市场动态和竞争对手
组织市场活动和品牌宣传
拓展市场渠道和合作伙伴

任职要求：
具备良好的商务谈判能力
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
不限及以上学历"	2026-02-23
	媒介专员	海尔	杭州	22	35	大专	10年以上	渠道拓展;品牌推广;BD;媒介投放	市场推广	中型企业	"制定市场推广策略和计划
组织市场活动和品牌宣传
负责媒介专员相关的市场推广工作

任职要求：
有相关行业资源者优先
10年以上以上市场推广经验
大专及以上学历
具备市场策划和执行能力"	2026-02-04
	品牌经理	携程	武汉	13	21	本科	5-10年	营销策划;渠道拓展;品牌推广;市场调研;公关;BD	市场推广	头部大厂	"分析市场动态和竞争对手
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传

任职要求：
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
有相关行业资源者优先
5-10年以上市场推广经验"	2026-02-04
	用户运营	海尔	成都	22	36	硕士	10年以上	社群运营;用户增长;数据分析;新媒体;SEO	运营	中型企业	"策划和执行线上线下活动
分析运营数据，优化运营效果
制定运营策略和执行计划

任职要求：
具备数据分析能力和运营思维
具备良好的文案写作能力
有成功运营案例者优先
10年以上以上运营经验"	2026-03-03
	公关经理	优酷	郑州	7	11	硕士	1-3年	公关;媒介投放;营销策划	市场推广	中型企业	"组织市场活动和品牌宣传
制定市场推广策略和计划
负责公关经理相关的市场推广工作

任职要求：
具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先
硕士及以上学历"	2026-03-03
	测试工程师	新浪	青岛	5	9	不限	1-3年	MongoDB;NumPy;Jenkins;TypeScript;Pandas;数据结构	测试开发	头部大厂	"参与需求分析、系统设计、编码实现和测试
负责测试工程师相关的系统设计和开发工作
编写高质量、可维护的代码

任职要求：
1-3年以上相关工作经验
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
有大型项目经验者优先"	2026-02-14
	新媒体运营	顺丰	天津	3	5	大专	应届生	数据分析;活动策划;用户增长	运营	中型企业	"负责新媒体运营相关的运营工作
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
应届生以上运营经验
具备数据分析能力和运营思维
大专及以上学历
熟悉新媒体运营和内容策划"	2026-02-25
	新媒体运营	美的	南京	14	22	不限	10年以上	社群运营;用户增长;内容策划;数据分析;SEO;SEM	运营	中型企业	"策划和执行线上线下活动
分析运营数据，优化运营效果
维护用户关系，提升用户活跃度

任职要求：
10年以上以上运营经验
不限及以上学历
具备数据分析能力和运营思维
有成功运营案例者优先"	2026-02-16
	会计	平安科技	郑州	22	37	博士	10年以上	绩效考核;培训;薪酬管理	职能管理	中型企业	"整理和归档相关文件资料
协助部门完成日常管理工作
负责会计相关工作

任职要求：
具备良好的沟通协调能力
熟练使用办公软件
10年以上以上相关工作经验
工作认真负责，细致耐心"	2026-02-10
	3D设计师	旷视科技	苏州	9	14	大专	3-5年	Illustrator;Figma;Sketch	UI设计	大型企业	"根据需求进行创意设计和视觉表现
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
具备良好的沟通理解能力
具备良好的审美能力和创意思维
大专及以上学历，设计相关专业优先
有优秀作品集者优先"	2026-02-05
	产品总监	联想	深圳	18	30	博士	1-3年	数据分析;用户研究;Figma;Axure;需求分析	产品经理	头部大厂	"进行用户调研和需求分析
负责产品总监的产品规划和设计
编写产品需求文档（PRD）

任职要求：
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
具备良好的产品思维和用户洞察力
博士及以上学历"	2026-02-05
	UX设计	网易	广州	26	43	不限	10年以上	Illustrator;3D Max;After Effects;Adobe XD;Figma;Photoshop	UI设计	头部大厂	"持续优化设计质量和用户体验
与产品、开发团队协作
负责UX设计相关的设计工作

任职要求：
熟练使用设计软件和工具
10年以上以上设计经验
有优秀作品集者优先
具备良好的沟通理解能力"	2026-02-16
	行政助理	360	杭州	10	16	大专	5-10年	招聘;薪酬管理;绩效考核	职能管理	头部大厂	"负责行政助理相关工作
完成上级交办的其他任务
协调各部门之间的沟通

任职要求：
熟练使用办公软件
大专及以上学历
具备良好的沟通协调能力
5-10年以上相关工作经验"	2026-03-01
	会计	依图科技	成都	18	30	博士	5-10年	PPT;招聘;培训;Excel	职能管理	中型企业	"协调各部门之间的沟通
协助部门完成日常管理工作
整理和归档相关文件资料

任职要求：
5-10年以上相关工作经验
博士及以上学历
工作认真负责，细致耐心
有相关行业经验者优先"	2026-02-20
	销售经理	商汤科技	广州	19	32	本科	5-10年	渠道拓展;品牌推广;营销策划;媒介投放	市场推广	中型企业	"分析市场动态和竞争对手
负责销售经理相关的市场推广工作
组织市场活动和品牌宣传

任职要求：
5-10年以上市场推广经验
本科及以上学历
具备良好的商务谈判能力
具备市场策划和执行能力"	2026-03-05
	行政助理	字节跳动	北京	5	9	本科	不限	薪酬管理;沟通协调;招聘;培训	职能管理	头部大厂	"完成上级交办的其他任务
整理和归档相关文件资料
负责行政助理相关工作

任职要求：
有相关行业经验者优先
工作认真负责，细致耐心
具备良好的沟通协调能力
熟练使用办公软件"	2026-02-15
	UI设计师	当当网	西安	11	18	本科	5-10年	数据分析;Figma;Axure;产品设计	UI设计	中型企业	"编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现

任职要求：
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
本科及以上学历"	2026-02-25
	UI设计	网易	广州	12	21	本科	3-5年	C4D;Adobe XD;After Effects;Illustrator;Figma;Photoshop	UI设计	头部大厂	"制作设计稿和交互原型
根据需求进行创意设计和视觉表现
与产品、开发团队协作

任职要求：
有优秀作品集者优先
本科及以上学历，设计相关专业优先
熟练使用设计软件和工具
3-5年以上设计经验"	2026-03-04
	产品经理	字节跳动	杭州	12	20	博士	不限	PRD文档;需求分析;原型设计;用户研究	产品经理	头部大厂	"负责产品经理的产品规划和设计
进行用户调研和需求分析
跟踪产品上线后的数据表现

任职要求：
有相关行业产品经验者优先
博士及以上学历
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力"	2026-02-12
